year,series,series_id,region,region_id,value,value_normalized
2003,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,0.9,0.000000
2004,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,1.5,0.000000
2005,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,2.6,0.001322
2006,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,2.7,0.000000
2007,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,4.2,0.005352
2008,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,5.0,0.003463
2009,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,7.3,0.006348
2010,Consumption of electricity from renewable resources,environment1,Sicilia,ITG1,11.0,0.022764
2001,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,25.4,0.088215
2002,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,25.2,0.090809
2003,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,27.6,0.108185
2004,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,28.6,0.112588
2005,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,26.3,0.105773
2006,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,27.4,0.113563
2007,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,27.5,0.109277
2008,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,28.2,0.103896
2009,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,30.1,0.082526
2010,Consumption of electricity from renewable resources,environment1,Toscana,ITE1,31.5,0.106098
2001,Consumption of electricity from renewable resources,environment1,Trento,ITD2,142.4,0.501059
2002,Consumption of electricity from renewable resources,environment1,Trento,ITD2,110.7,0.405147
2003,Consumption of electricity from renewable resources,environment1,Trento,ITD2,77.8,0.311588
2004,Consumption of electricity from renewable resources,environment1,Trento,ITD2,101.0,0.413378
2005,Consumption of electricity from renewable resources,environment1,Trento,ITD2,72.0,0.307184
2006,Consumption of electricity from renewable resources,environment1,Trento,ITD2,78.2,0.347126
2007,Consumption of electricity from renewable resources,environment1,Trento,ITD2,71.8,0.306869
2008,Consumption of electricity from renewable resources,environment1,Trento,ITD2,102.6,0.425974
2009,Consumption of electricity from renewable resources,environment1,Trento,ITD2,121.1,0.386569
2010,Consumption of electricity from renewable resources,environment1,Trento,ITD2,119.9,0.465447
2001,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,25.3,0.087862
2002,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,17.5,0.062500
2003,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,19.1,0.073744
2004,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,28.2,0.110926
2005,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,26.7,0.107536
2006,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,26.9,0.111264
2007,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,15.9,0.057538
2008,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,18.8,0.063203
2009,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,26.3,0.069830
2010,Consumption of electricity from renewable resources,environment1,Umbria,ITE2,37.4,0.130081
2001,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,283.8,1.000000
2002,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,272.5,1.000000
2003,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,247.7,1.000000
2004,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,242.2,1.000000
2005,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,229.2,1.000000
2006,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,220.2,1.000000
2007,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,227.2,1.000000
2008,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,235.2,1.000000
2009,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,304.7,1.000000
2010,Consumption of electricity from renewable resources,environment1,Valle d'Aosta,ITC2,251.4,1.000000
2001,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,14.2,0.048694
2002,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,13.3,0.047059
2003,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,10.1,0.037277
2004,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,12.3,0.044869
2005,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,10.2,0.034817
2006,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,10.8,0.037241
2007,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,10.7,0.034344
2008,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,12.9,0.037662
2009,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,15.9,0.035082
2010,Consumption of electricity from renewable resources,environment1,Veneto,ITD3,15.8,0.042276
2000,Problems with air quality,environment2,Abruzzo,ITF1,14.4,0.256881
2001,Problems with air quality,environment2,Abruzzo,ITF1,2.1,0.291005
2002,Problems with air quality,environment2,Abruzzo,ITF1,10.8,0.079602
2003,Problems with air quality,environment2,Abruzzo,ITF1,15.4,0.216535
2005,Problems with air quality,environment2,Abruzzo,ITF1,15.2,0.255411
2006,Problems with air quality,environment2,Abruzzo,ITF1,14.0,0.156398
2007,Problems with air quality,environment2,Abruzzo,ITF1,12.3,0.025641
2008,Problems with air quality,environment2,Abruzzo,ITF1,12.9,0.087087
2009,Problems with air quality,environment2,Abruzzo,ITF1,14.7,0.269058
2010,Problems with air quality,environment2,Abruzzo,ITF1,14.4,0.377143
2000,Problems with air quality,environment2,Basilicata,ITF5,10.2,0.064220
2001,Problems with air quality,environment2,Basilicata,ITF5,11.6,0.126984
2002,Problems with air quality,environment2,Basilicata,ITF5,12.8,0.179104
2003,Problems with air quality,environment2,Basilicata,ITF5,11.3,0.055118
2005,Problems with air quality,environment2,Basilicata,ITF5,9.3,0.000000
2006,Problems with air quality,environment2,Basilicata,ITF5,16.4,0.270142
2007,Problems with air quality,environment2,Basilicata,ITF5,16.8,0.217949
2008,Problems with air quality,environment2,Basilicata,ITF5,12.7,0.081081
2009,Problems with air quality,environment2,Basilicata,ITF5,17.4,0.390135
2010,Problems with air quality,environment2,Basilicata,ITF5,10.2,0.137143
2000,Problems with air quality,environment2,Bolzano,ITD1,16.9,0.371560
2001,Problems with air quality,environment2,Bolzano,ITD1,16.7,0.396825
2002,Problems with air quality,environment2,Bolzano,ITD1,17.2,0.398010
2003,Problems with air quality,environment2,Bolzano,ITD1,15.7,0.228346
2005,Problems with air quality,environment2,Bolzano,ITD1,15.1,0.251082
2006,Problems with air quality,environment2,Bolzano,ITD1,14.9,0.199052
2007,Problems with air quality,environment2,Bolzano,ITD1,20.2,0.363248
2008,Problems with air quality,environment2,Bolzano,ITD1,15.8,0.174174
2009,Problems with air quality,environment2,Bolzano,ITD1,10.5,0.080717
2010,Problems with air quality,environment2,Bolzano,ITD1,13.3,0.314286
2000,Problems with air quality,environment2,Calabria,ITF6,19.4,0.486239
2001,Problems with air quality,environment2,Calabria,ITF6,13.4,0.222222
2002,Problems with air quality,environment2,Calabria,ITF6,16.2,0.348259
2003,Problems with air quality,environment2,Calabria,ITF6,15.9,0.236220
2005,Problems with air quality,environment2,Calabria,ITF6,19.0,0.419913
2006,Problems with air quality,environment2,Calabria,ITF6,24.2,0.639810
2007,Problems with air quality,environment2,Calabria,ITF6,17.1,0.230769
2008,Problems with air quality,environment2,Calabria,ITF6,19.2,0.276276
2009,Problems with air quality,environment2,Calabria,ITF6,17.1,0.376682
2010,Problems with air quality,environment2,Calabria,ITF6,20.4,0.720000
2000,Problems with air quality,environment2,Campania,ITF3,30.6,1.000000
2001,Problems with air quality,environment2,Campania,ITF3,28.1,1.000000
2002,Problems with air quality,environment2,Campania,ITF3,29.3,1.000000
2003,Problems with air quality,environment2,Campania,ITF3,35.3,1.000000
2005,Problems with air quality,environment2,Campania,ITF3,32.4,1.000000
2006,Problems with air quality,environment2,Campania,ITF3,31.8,1.000000
2007,Problems with air quality,environment2,Campania,ITF3,35.1,1.000000
2008,Problems with air quality,environment2,Campania,ITF3,43.3,1.000000
2009,Problems with air quality,environment2,Campania,ITF3,31.0,1.000000
2010,Problems with air quality,environment2,Campania,ITF3,25.3,1.000000
2000,Problems with air quality,environment2,Emilia-Romagna,ITD5,21.2,0.568807
2001,Problems with air quality,environment2,Emilia-Romagna,ITD5,21.7,0.661376
2002,Problems with air quality,environment2,Emilia-Romagna,ITD5,19.8,0.527363
2003,Problems with air quality,environment2,Emilia-Romagna,ITD5,23.1,0.519685
2005,Problems with air quality,environment2,Emilia-Romagna,ITD5,19.0,0.419913
2006,Problems with air quality,environment2,Emilia-Romagna,ITD5,20.8,0.478673
2007,Problems with air quality,environment2,Emilia-Romagna,ITD5,20.3,0.367521
2008,Problems with air quality,environment2,Emilia-Romagna,ITD5,16.4,0.192192
2009,Problems with air quality,environment2,Emilia-Romagna,ITD5,18.2,0.426009
2010,Problems with air quality,environment2,Emilia-Romagna,ITD5,16.6,0.502857
2000,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,16.5,0.353211
2001,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,18.7,0.502646
2002,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,17.8,0.427861
2003,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,16.5,0.259843
2005,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,19.9,0.458874
2006,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,16.8,0.289100
2007,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,17.3,0.239316
2008,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,16.7,0.201201
2009,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,15.9,0.322870
2010,Problems with air quality,environment2,Friuli-Venezia Giulia,ITD4,14.7,0.394286
2000,Problems with air quality,environment2,Lazio,ITE4,19.3,0.481651
2001,Problems with air quality,environment2,Lazio,ITE4,21.8,0.666667
2002,Problems with air quality,environment2,Lazio,ITE4,25.2,0.796020
2003,Problems with air quality,environment2,Lazio,ITE4,32.1,0.874016
2005,Problems with air quality,environment2,Lazio,ITE4,23.7,0.623377
2006,Problems with air quality,environment2,Lazio,ITE4,25.8,0.715640
2007,Problems with air quality,environment2,Lazio,ITE4,28.2,0.705128
2008,Problems with air quality,environment2,Lazio,ITE4,24.5,0.435435
2009,Problems with air quality,environment2,Lazio,ITE4,22.8,0.632287
2010,Problems with air quality,environment2,Lazio,ITE4,20.8,0.742857
2000,Problems with air quality,environment2,Liguria,ITC3,18.5,0.444954
2001,Problems with air quality,environment2,Liguria,ITC3,19.2,0.529101
2002,Problems with air quality,environment2,Liguria,ITC3,20.2,0.547264
2003,Problems with air quality,environment2,Liguria,ITC3,20.3,0.409449
2005,Problems with air quality,environment2,Liguria,ITC3,19.4,0.437229
2006,Problems with air quality,environment2,Liguria,ITC3,15.8,0.241706
2007,Problems with air quality,environment2,Liguria,ITC3,18.7,0.299145
2008,Problems with air quality,environment2,Liguria,ITC3,14.7,0.141141
2009,Problems with air quality,environment2,Liguria,ITC3,18.1,0.421525
2010,Problems with air quality,environment2,Liguria,ITC3,23.7,0.908571
2000,Problems with air quality,environment2,Lombardia,ITC4,26.4,0.807339
2001,Problems with air quality,environment2,Lombardia,ITC4,23.0,0.730159
2002,Problems with air quality,environment2,Lombardia,ITC4,23.6,0.716418
2003,Problems with air quality,environment2,Lombardia,ITC4,28.0,0.712598
2005,Problems with air quality,environment2,Lombardia,ITC4,26.8,0.757576
2006,Problems with air quality,environment2,Lombardia,ITC4,25.7,0.710900
2007,Problems with air quality,environment2,Lombardia,ITC4,25.8,0.602564
2008,Problems with air quality,environment2,Lombardia,ITC4,23.2,0.396396
2009,Problems with air quality,environment2,Lombardia,ITC4,24.9,0.726457
2010,Problems with air quality,environment2,Lombardia,ITC4,19.9,0.691429
2000,Problems with air quality,environment2,Marche,ITE3,16.3,0.344037
2001,Problems with air quality,environment2,Marche,ITE3,12.5,0.174603
2002,Problems with air quality,environment2,Marche,ITE3,13.3,0.203980
2003,Problems with air quality,environment2,Marche,ITE3,13.3,0.133858
2005,Problems with air quality,environment2,Marche,ITE3,13.3,0.173160
2006,Problems with air quality,environment2,Marche,ITE3,13.9,0.151659
2007,Problems with air quality,environment2,Marche,ITE3,16.5,0.205128
2008,Problems with air quality,environment2,Marche,ITE3,14.1,0.123123
2009,Problems with air quality,environment2,Marche,ITE3,14.7,0.269058
2010,Problems with air quality,environment2,Marche,ITE3,12.3,0.257143
2000,Problems with air quality,environment2,Molise,ITF2,10.9,0.096330
2001,Problems with air quality,environment2,Molise,ITF2,12.4,0.169312
2002,Problems with air quality,environment2,Molise,ITF2,15.4,0.308458
2003,Problems with air quality,environment2,Molise,ITF2,14.2,0.169291
2005,Problems with air quality,environment2,Molise,ITF2,11.3,0.086580
2006,Problems with air quality,environment2,Molise,ITF2,12.6,0.090047
2007,Problems with air quality,environment2,Molise,ITF2,12.5,0.034188
2008,Problems with air quality,environment2,Molise,ITF2,13.8,0.114114
2009,Problems with air quality,environment2,Molise,ITF2,15.3,0.295964
2010,Problems with air quality,environment2,Molise,ITF2,11.2,0.194286
2000,Problems with air quality,environment2,Piemonte,ITC1,20.6,0.541284
